 PENTAD       20E      70E      80E     100E     120E     140E     160E     120W      40W      10W
19811109     0.67     0.03    -0.22    -0.61    -0.83    -0.83    -0.36     0.27     0.67     0.86
19811114     0.89     1.21     1.07     0.74     0.23    -0.50    -1.13    -1.07    -0.64     0.03
19811119     0.08     0.48     0.45     0.51     0.42     0.15    -0.27    -0.51    -0.51    -0.35
19811124     0.50     0.02    -0.18    -0.46    -0.62    -0.61    -0.25     0.22     0.52     0.65
19811129     0.69     0.33     0.11    -0.25    -0.53    -0.71    -0.52    -0.06     0.32     0.62
19811204     0.51    -0.09    -0.31    -0.65    -0.80    -0.72    -0.20     0.38     0.69     0.78
19811209     1.48     0.92     0.59    -0.18    -0.85    -1.39    -1.28    -0.45     0.36     1.09
19811214     1.12     1.40     1.30     0.84     0.20    -0.66    -1.36    -1.23    -0.67     0.13
19811219     0.19     0.71     0.79     0.79     0.60     0.16    -0.47    -0.77    -0.72    -0.43
19811224    -0.04     0.42     0.52     0.60     0.52     0.26    -0.21    -0.52    -0.57    -0.44
19811229    -0.63    -0.03     0.06     0.50     0.77     0.82     0.41    -0.20    -0.61    -0.82
19820103    -1.26    -0.47    -0.39     0.42     1.04     1.39     1.04     0.10    -0.67    -1.24
19820108    -0.18    -0.53    -0.49    -0.53    -0.41    -0.10     0.36     0.57     0.53     0.30
19820113     0.49     0.03    -0.15    -0.44    -0.61    -0.63    -0.30     0.17     0.47     0.62
19820118     1.00     0.65     0.57    -0.03    -0.55    -0.98    -0.96    -0.39     0.19     0.72
19820123     0.34     0.82     0.91     0.80     0.50    -0.01    -0.65    -0.87    -0.73    -0.34
19820128    -0.15    -0.50    -0.32    -0.47    -0.43    -0.19     0.24     0.49     0.51     0.32
19820202     0.88     0.56     0.35    -0.07    -0.46    -0.78    -0.76    -0.30     0.18     0.62
19820207     0.48     1.03     1.12     0.97     0.59    -0.06    -0.84    -1.07    -0.86    -0.36
19820212     0.61    -0.25    -0.38    -0.87    -1.07    -0.94    -0.21     0.59     1.00     1.08
19820217    -0.22     0.06     0.08     0.27     0.37     0.35     0.13    -0.13    -0.29    -0.36
19820222    -0.53    -0.12     0.07     0.34     0.52     0.58     0.34    -0.08    -0.38    -0.58
19820227    -0.76    -0.64    -0.46    -0.13     0.23     0.60     0.73     0.44     0.04    -0.40
19820304     0.24    -0.26    -0.44    -0.62    -0.63    -0.44     0.05     0.48     0.64     0.59
19820309     0.11    -0.50    -0.48    -0.74    -0.74    -0.47     0.16     0.66     0.80     0.66
19820314    -0.68    -0.88    -0.69    -0.51    -0.18     0.32     0.78     0.77     0.47    -0.02
19820319     0.38    -0.43    -0.54    -0.91    -1.00    -0.75     0.00     0.69     0.97     0.94
19820324     1.19     0.22     0.03    -0.77    -1.28    -1.44    -0.82     0.23     0.96     1.39
19820329     1.89     1.48     1.28     0.28    -0.71    -1.64    -1.87    -0.99     0.05     1.11
19820403     0.78     1.42     1.45     1.20     0.66    -0.23    -1.21    -1.42    -1.06    -0.34
19820408    -0.23     1.28     1.40     1.86     1.78     1.03    -0.51    -1.64    -1.93    -1.57
19820413    -1.66    -0.69    -0.36     0.58     1.31     1.73     1.29     0.15    -0.80    -1.54
19820418    -0.54    -1.05    -1.04    -0.90    -0.53     0.12     0.86     1.06     0.83     0.31
19820423     0.07    -1.11    -1.26    -1.55    -1.39    -0.72     0.54     1.38     1.53     1.18
19820428     0.74     0.16    -0.15    -0.51    -0.74    -0.79    -0.42     0.16     0.56     0.82
19820503     1.14     0.68     0.49    -0.15    -0.69    -1.11    -1.01    -0.34     0.30     0.87
19820508     0.84     1.25     1.31     0.94     0.38    -0.42    -1.17    -1.19    -0.77    -0.09
19820513     0.54     1.35     1.40     1.33     0.91     0.09    -1.00    -1.42    -1.22    -0.60
19820518    -0.58     0.90     1.06     1.70     1.82     1.30    -0.09    -1.32    -1.80    -1.68
19820523    -1.26     0.18     0.38     1.35     1.86     1.80     0.70    -0.71    -1.56    -1.89
19820528    -0.96    -1.38    -1.32    -0.97    -0.38     0.47     1.28     1.30     0.83     0.07
19820602     0.50    -0.63    -0.72    -1.24    -1.37    -1.02     0.00     0.95     1.34     1.29
19820607     0.94     1.12     0.90     0.58     0.09    -0.55    -1.07    -0.95    -0.50     0.15
19820612     0.04     0.90     0.90     1.11     0.99     0.49    -0.42    -1.03    -1.12    -0.83
19820617     0.43     0.87     0.92     0.77     0.45    -0.08    -0.70    -0.87    -0.69    -0.27
19820622     0.82     0.71     0.66     0.19    -0.27    -0.71    -0.86    -0.51    -0.06     0.43
19820627     1.31     1.55     1.42     0.84     0.08    -0.85    -1.56    -1.32    -0.66     0.26
19820702     1.35     1.81     1.73     1.20     0.38    -0.73    -1.71    -1.64    -0.98     0.04
19820707     0.70     1.34     1.39     1.17     0.66    -0.16    -1.10    -1.34    -1.02    -0.36
19820712     0.58     1.27     1.29     1.16     0.73    -0.03    -0.97    -1.28    -1.04    -0.45
19820717     1.17     1.36     1.20     0.74     0.10    -0.71    -1.34    -1.15    -0.57     0.23
19820722     1.73     1.88     1.64     0.89    -0.06    -1.19    -1.95    -1.55    -0.67     0.48
19820727     0.49     0.88     0.83     0.71     0.40    -0.11    -0.69    -0.83    -0.63    -0.20
19820801     0.67     0.82     0.82     0.51     0.09    -0.42    -0.82    -0.72    -0.37     0.11
19820806     0.26     0.24     0.26     0.11    -0.05    -0.20    -0.28    -0.18    -0.04     0.13
19820811     0.48     0.02     0.00    -0.37    -0.60    -0.64    -0.33     0.15     0.46     0.63
19820816     1.22     0.50     0.29    -0.42    -0.97    -1.27    -0.95    -0.10     0.60     1.14
19820821     0.67     0.57     0.41     0.12    -0.19    -0.51    -0.64    -0.39    -0.06     0.33
19820826     1.25     1.05     0.95     0.27    -0.41    -1.06    -1.29    -0.76    -0.07     0.67
19820831     1.52     1.47     1.31     0.58    -0.24    -1.14    -1.62    -1.14    -0.34     0.61
19820905     1.01     1.37     1.23     0.87     0.29    -0.52    -1.26    -1.22    -0.75     0.01
19820910     1.23     1.55     1.42     0.94     0.23    -0.71    -1.49    -1.36    -0.75     0.14
19820915     0.85     1.75     1.70     1.52     0.93    -0.12    -1.38    -1.77    -1.42    -0.58
19820920     0.02     1.41     1.54     1.87     1.66     0.82    -0.71    -1.72    -1.87    -1.38
19820925     0.27     1.35     1.44     1.56     1.25     0.44    -0.84    -1.53    -1.51    -0.96
19820930     0.16     1.17     1.28     1.43     1.18     0.47    -0.69    -1.37    -1.39    -0.94
19821005    -0.36     0.90     1.19     1.56     1.50     0.93    -0.31    -1.26    -1.56    -1.35
19821010    -0.34     1.14     1.55     1.91     1.77     1.04    -0.46    -1.56    -1.85    -1.55
19821015    -0.20     0.48     0.73     0.90     0.84     0.52    -0.19    -0.72    -0.87    -0.74
19821020    -0.20     0.51     0.69     0.92     0.89     0.58    -0.15    -0.73    -0.91    -0.77
19821025    -0.61     0.38     0.65     1.15     1.31     1.08     0.17    -0.74    -1.17    -1.20
19821030    -1.20    -0.79    -0.53     0.10     0.66     1.14     1.07     0.41    -0.26    -0.85
19821104    -0.25    -0.31    -0.37    -0.20     0.00     0.24     0.38     0.30     0.14    -0.05
19821109     1.96     1.28     0.96    -0.07    -1.01    -1.77    -1.75    -0.72     0.35     1.37
19821114     1.43     1.87     1.78     1.22     0.36    -0.78    -1.80    -1.71    -1.01     0.07
19821119    -0.03     1.72     1.94     2.35     2.10     1.07    -0.86    -2.13    -2.34    -1.75
19821124    -2.00    -0.90    -0.50     0.69     1.59     2.16     1.63     0.23    -0.94    -1.82
19821129    -0.97    -1.49    -1.46    -1.07    -0.43     0.50     1.38     1.41     0.93     0.14
19821204     0.66     0.77     0.62     0.43     0.10    -0.35    -0.73    -0.67    -0.37     0.10
19821209     0.19     1.10     1.15     1.27     1.03     0.39    -0.66    -1.26    -1.26    -0.83
19821214    -0.29     0.18     0.13     0.46     0.61     0.56     0.15    -0.31    -0.56    -0.59
19821219    -1.27    -0.61    -0.47     0.32     0.94     1.35     1.08     0.22    -0.54    -1.13
19821224    -0.94    -1.07    -1.10    -0.58     0.01     0.71     1.16     0.91     0.40    -0.25
19821229     0.06    -0.19    -0.37    -0.36    -0.30    -0.14     0.10     0.25     0.28     0.24
19830103     0.57     0.35     0.19    -0.06    -0.31    -0.51    -0.50    -0.21     0.10     0.40
19830108     1.35     1.23     1.04     0.42    -0.28    -1.03    -1.41    -0.97    -0.26     0.57
19830113     0.84     1.97     2.11     1.89     1.20    -0.04    -1.59    -2.12    -1.76    -0.80
19830118    -0.56     0.77     1.04     1.56     1.62     1.14    -0.13    -1.23    -1.65    -1.52
19830123    -0.10     1.01     1.19     1.47     1.33     0.70    -0.51    -1.34    -1.50    -1.15
19830128    -0.07     1.14     1.30     1.61     1.45     0.76    -0.56    -1.45    -1.62    -1.23
19830202    -0.44     0.34     0.38     0.83     0.98     0.81     0.10    -0.61    -0.94    -0.94
19830207    -0.54     0.69     0.87     1.40     1.50     1.09    -0.06    -1.09    -1.49    -1.41
19830212    -0.55    -0.24     0.02     0.25     0.42     0.53     0.35    -0.02    -0.30    -0.50
19830217     1.12     0.80     0.57     0.05    -0.47    -0.95    -1.03    -0.52     0.08     0.70
19830222     1.91     2.19     1.90     1.18     0.15    -1.17    -2.20    -1.90    -0.95     0.38
19830227     0.83     2.24     2.23     2.23     1.59     0.24    -1.63    -2.43    -2.16    -1.13
19830304     0.25     2.02     2.21     2.47     2.04     0.81    -1.22    -2.39    -2.43    -1.65
19830309     0.58     1.79     1.77     1.84     1.36     0.29    -1.26    -1.97    -1.80    -1.00
19830314     0.86     1.72     1.52     1.45     0.94    -0.06    -1.31    -1.73    -1.40    -0.57
19830319     0.06     1.69     1.65     2.10     1.90     0.95    -0.81    -1.99    -2.17    -1.60
19830324     0.46     2.12     2.04     2.32     1.90     0.68    -1.27    -2.36    -2.33    -1.49
19830329    -0.36     1.21     1.35     1.89     1.86     1.15    -0.42    -1.64    -1.99    -1.68
19830403    -0.05     1.22     1.36     1.67     1.49     0.75    -0.62    -1.55    -1.70    -1.28
19830408    -0.54     1.06     1.21     1.87     1.94     1.32    -0.23    -1.54    -1.99    -1.79
19830413    -0.70     0.57     0.66     1.35     1.58     1.27     0.13    -1.02    -1.53    -1.53
19830418    -0.77     0.29     0.24     1.01     1.37     1.27     0.40    -0.65    -1.22    -1.36
19830423    -1.18     0.12     0.26     1.18     1.67     1.63     0.65    -0.63    -1.40    -1.71
19830428     0.40     0.61     0.42     0.38     0.20    -0.13    -0.48    -0.55    -0.39    -0.08
19830503     0.25     0.73     0.69     0.72     0.53     0.10    -0.50    -0.78    -0.71    -0.38
19830508     0.33     0.87     0.82     0.85     0.61     0.10    -0.63    -0.95    -0.85    -0.44
19830513    -0.13     0.90     0.85     1.26     1.25     0.76    -0.31    -1.13    -1.35    -1.09
19830518    -0.17     0.31     0.34     0.55     0.58     0.41    -0.05    -0.44    -0.58    -0.53
19830523     0.74     0.48     0.32    -0.04    -0.38    -0.66    -0.64    -0.26     0.14     0.52
19830528     0.48     1.54     1.43     1.56     1.21     0.31    -1.02    -1.68    -1.57    -0.90
19830602    -0.21     1.33     1.51     1.95     1.82     1.02    -0.57    -1.70    -1.97    -1.58
19830607    -0.02     0.81     0.83     1.07     0.99     0.53    -0.35    -0.96    -1.08    -0.83
19830612    -1.25    -0.52    -0.24     0.48     1.02     1.32     0.95     0.06    -0.65    -1.18
19830617    -0.64    -1.12    -1.06    -0.88    -0.48     0.18     0.92     1.07     0.80     0.23
19830622     0.21    -0.55    -0.74    -0.95    -0.91    -0.56     0.19     0.76     0.93     0.80
19830627     0.82     0.80     0.64     0.29    -0.12    -0.59    -0.84    -0.59    -0.18     0.32
19830702     1.08     0.97     0.92     0.36    -0.24    -0.87    -1.15    -0.75    -0.16     0.50
19830707    -0.54     0.06     0.19     0.57     0.77     0.75     0.30    -0.29    -0.64    -0.79
19830712    -0.96    -0.71    -0.64    -0.10     0.41     0.87     0.96     0.49    -0.05    -0.59
19830717    -0.03    -0.18    -0.33    -0.26    -0.16     0.00     0.18     0.25     0.21     0.13
19830722     0.16     0.39     0.33     0.36     0.26     0.04    -0.27    -0.41    -0.37    -0.19
19830727    -0.07     0.14     0.21     0.25     0.23     0.13    -0.07    -0.22    -0.26    -0.23
19830801    -0.73    -0.46    -0.36     0.08     0.45     0.74     0.69     0.26    -0.17    -0.54
19830806    -1.65    -1.55    -1.26    -0.52     0.33     1.26     1.74     1.20     0.33    -0.69
19830811    -0.38    -1.68    -1.72    -1.86    -1.48    -0.47     1.07     1.89     1.83     1.14
19830816     0.74    -0.42    -0.70    -1.23    -1.41    -1.15    -0.17     0.83     1.31     1.39
19830821     0.53     0.26     0.11    -0.13    -0.35    -0.49    -0.39    -0.07     0.21     0.45
19830826     0.20     0.10    -0.06    -0.08    -0.11    -0.13    -0.09    -0.01     0.07     0.15
19830831    -0.70    -0.10     0.05     0.52     0.82     0.89     0.48    -0.17    -0.61    -0.85
19830905    -1.65    -1.00    -0.84     0.17     1.01     1.66     1.52     0.52    -0.45    -1.28
19830910    -1.27    -1.07    -0.89    -0.26     0.39     1.05     1.28     0.76     0.08    -0.66
19830915    -0.78    -1.30    -1.18    -0.97    -0.50     0.27     1.09     1.23     0.90     0.24
19830920     0.20    -0.99    -1.16    -1.50    -1.41    -0.79     0.44     1.32     1.54     1.25
19830925     0.72    -0.81    -1.07    -1.72    -1.86    -1.37     0.03     1.31     1.83     1.77
19830930     0.85    -0.19    -0.52    -1.06    -1.30    -1.16    -0.33     0.61     1.13     1.31
19831005     0.85    -0.13    -0.35    -0.93    -1.23    -1.16    -0.41     0.52     1.06     1.26
19831010     0.94     0.47     0.20    -0.26    -0.64    -0.90    -0.72    -0.14     0.37     0.79
19831015    -0.59    -0.32    -0.34     0.07     0.41     0.64     0.56     0.17    -0.20    -0.49
19831020    -1.23    -1.77    -1.75    -1.25    -0.46     0.64     1.66     1.66     1.05     0.07
19831025     0.62    -0.51    -0.74    -1.25    -1.39    -1.07    -0.06     0.90     1.33     1.33
19831030     0.95     0.42     0.15    -0.34    -0.72    -0.96    -0.71    -0.09     0.44     0.85
19831104     0.48     0.18     0.05    -0.21    -0.40    -0.50    -0.34    -0.01     0.26     0.46
19831109    -0.45    -0.34    -0.34    -0.05     0.21     0.43     0.46     0.22    -0.04    -0.29
19831114    -0.40    -0.92    -0.82    -0.83    -0.59    -0.06     0.64     0.93     0.81     0.38
19831119     1.18     0.03    -0.19    -1.03    -1.52    -1.58    -0.75     0.42     1.18     1.55
19831124     0.93     0.56     0.48    -0.09    -0.57    -0.95    -0.87    -0.31     0.24     0.71
19831129     0.04     0.44     0.59     0.60     0.46     0.15    -0.32    -0.57    -0.56    -0.38
19831204    -0.10     0.88     1.14     1.32     1.16     0.58    -0.46    -1.15    -1.27    -0.99
19831209    -0.60     0.07     0.30     0.66     0.84     0.78     0.27    -0.35    -0.71    -0.86
19831214    -0.47    -0.68    -0.64    -0.49    -0.20     0.22     0.63     0.65     0.42     0.04
19831219    -0.78    -0.75    -0.74    -0.29     0.17     0.67     0.90     0.61     0.17    -0.32
19831224    -0.87    -1.49    -1.62    -1.20    -0.54     0.43     1.39     1.48     1.03     0.25
19831229     0.84     0.11    -0.32    -0.68    -0.90    -0.91    -0.42     0.26     0.71     0.97
19840103    -0.20     0.23     0.23     0.44     0.51     0.38     0.01    -0.35    -0.50    -0.49
19840108    -0.79    -1.16    -1.21    -0.85    -0.31     0.43     1.11     1.11     0.71     0.06
19840113     0.21    -0.62    -0.81    -1.04    -0.98    -0.57     0.26     0.88     1.05     0.88
19840118     0.31    -0.31    -0.65    -0.76    -0.72    -0.46     0.11     0.57     0.73     0.69
19840123     0.09    -0.79    -1.10    -1.19    -1.00    -0.46     0.47     1.06     1.15     0.88
19840128    -0.46    -1.26    -1.49    -1.33    -0.86    -0.04     1.01     1.40     1.20     0.61
19840202    -0.18    -1.44    -1.76    -1.81    -1.41    -0.48     0.95     1.72     1.70     1.13
19840207    -0.41    -1.09    -1.31    -1.15    -0.73     0.00     0.91     1.23     1.03     0.50
19840212    -0.42    -0.84    -0.97    -0.80    -0.45     0.09     0.72     0.87     0.67     0.25
19840217     0.29    -0.20    -0.47    -0.63    -0.65    -0.48    -0.01     0.41     0.59     0.58
19840222    -0.08    -0.23    -0.30    -0.30    -0.22    -0.05     0.17     0.27     0.24     0.13
19840227    -0.62    -0.59    -0.63    -0.26     0.12     0.53     0.72     0.49     0.13    -0.26
19840304    -0.70    -0.75    -0.74    -0.38     0.03     0.50     0.80     0.60     0.23    -0.23
19840309    -0.61    -0.58    -0.55    -0.25     0.08     0.44     0.63     0.45     0.12    -0.26
19840314     0.09    -0.08    -0.08    -0.17    -0.21    -0.19    -0.06     0.10     0.18     0.20
19840319    -0.29     0.35     0.63     0.76     0.72     0.44    -0.15    -0.60    -0.76    -0.70
